Cod_Cont,Descricao_Conta,Fator_Sinal,Ranking,Tipo_Linha,id_nivel_0,Nivel_0,id_nivel_1,Nivel_1,id_nivel_2,Nivel_2,Ordem_Exibicao
1508,Maravalha,-1,195,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,186,Maravalha,40163
1510,Acerto com Integrado,-1,196,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,187,Acerto com Integrado,40164
1521,Casquinha de Arroz,-1,197,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,188,Casquinha de Arroz,40165
1539,Racao Wisium Final,-1,198,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,189,Racao Wisium Final,40166
1540,Racao Fatec Pre-Inicial,-1,199,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,190,Racao Fatec Pre-Inicial,40167
1541,Racao Fatec Crescimento,-1,200,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,191,Racao Fatec Crescimento,40168
1542,Racao Fatec Final,-1,201,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,192,Racao Fatec Final,40169
1543,Adsorvente T5X,-1,202,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,193,Adsorvente T5X,40170
1544,Calcario Calcitico,-1,203,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,194,Calcario Calcitico,40171
1545,Bicarbonato de Sodio,-1,204,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,195,Bicarbonato de Sodio,40172
1546,Racao Wisium Crescimento,-1,205,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,196,Racao Wisium Crescimento,40173
1547,Farinha de Carne,-1,206,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,197,Farinha de Carne,40174
1551,Carvao Vegetal,-1,207,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,198,Carvao Vegetal,40175
1574,Insalubridade,-1,208,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,199,Insalubridade,40176
1597,Manutencao Veiculos Corretiva,-1,209,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,200,Manutencao Veiculos Corretiva,40177
1598,Manutencao Veiculos Preventiva,-1,210,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,201,Manutencao Veiculos Preventiva,40178
1607,Combustivel Fabrica Graneleiros,-1,211,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,202,Combustivel Fabrica Graneleiros,40179
1610,Irrigacao,-1,212,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,203,Irrigacao,40180
1611,Insalubridade 30%,-1,213,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,204,Insalubridade 30%,40181
1613,Bonificacao (Abono),-1,214,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,205,Bonificacao (Abono),40182
1614,Comissao,-1,215,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,206,Comissao,40183
1615,DRS sobre Comissao,-1,216,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,207,DRS sobre Comissao,40184
1617,DSR sobre Adicional Noturno,-1,217,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,208,DSR sobre Adicional Noturno,40185
1619,Lavagem de Veiculo (Ducha),-1,218,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,209,Lavagem de Veiculo (Ducha),40186
1627,Rateio Fabrica Embutidos,-1,219,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,210,Rateio Fabrica Embutidos,40187
1651,Cloracao (Produtos Quimicos),-1,220,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,211,Cloracao (Produtos Quimicos),40188
1654,Manutencao de Combate ao Incendio,-1,221,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,212,Manutencao de Combate ao Incendio,40189
1659,Tratamento de Gas ( Filtro Biologico),-1,222,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,213,Tratamento de Gas ( Filtro Biologico),40190
1661,Fertilizantes,-1,223,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,214,Fertilizantes,40191
1680,Rastreamento de Veiculos,-1,224,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,215,Rastreamento de Veiculos,40192
1689,Frango Vivo Integracao,-1,225,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,216,Frango Vivo Integracao,40193
1701,Servico Profissionais Contratados P. Juridica,-1,226,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,217,Servico Profissionais Contratados P. Juridica,40194
1738,Apanha de Frango,-1,227,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,218,Apanha de Frango,40195
1750,Manutencao Rebobinagem Motores,-1,228,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,219,Manutencao Rebobinagem Motores,40196
1756,Taxa IMA,-1,229,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,220,Taxa IMA,40197
1758,Taxa Fundesa,-1,230,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,221,Taxa Fundesa,40198
1782,Custo de Quirela de Milho,-1,231,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,222,Custo de Quirela de Milho,40199
1783,Perda de Graos,-1,232,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,223,Perda de Graos,40200
1891,Despesa Plataforma /Sal,-1,233,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,224,Despesa Plataforma /Sal,40201
1903,Perda de Embalagens,-1,234,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,225,Perda de Embalagens,40202
1904,Premiacao,-1,235,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,226,Premiacao,40203
1913,Ajuste Inventario,-1,236,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,227,Ajuste Inventario,40204
1919,Material e Manutencao de Informatica,-1,237,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,228,Material e Manutencao de Informatica,40205
1922,Aves Industrializadas,-1,238,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,229,Aves Industrializadas,40206
1923,Aves para Abate,-1,239,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,230,Aves para Abate,40207
1924,Revenda de Insumos,-1,240,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,231,Revenda de Insumos,40208
1925,Servico Consultoria e Assessoria,-1,241,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,232,Servico Consultoria e Assessoria,40209
1926,Sub Produtos do Abate,-1,242,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,233,Sub Produtos do Abate,40210
1928,Cesta Basica Funcionarios,-1,243,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,234,Cesta Basica Funcionarios,40211
1981,Material Intermediario,-1,244,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,235,Material Intermediario,40212
1982,Servico Pega de Frango,-1,245,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,236,Servico Pega de Frango,40213
1983,Amonia,-1,246,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,237,Amonia,40214
1984,Frete Frango Vivo Integrado,-1,247,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,238,Frete Frango Vivo Integrado,40215
1985,Remuneracao Integrado,-1,248,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,239,Remuneracao Integrado,40216
1986,Bolsa Estagio,-1,249,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,240,Bolsa Estagio,40217
1987,Transporte de Pessoal,-1,250,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,241,Transporte de Pessoal,40218
1989,Seguro de Vida Funcionarios,-1,251,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,242,Seguro de Vida Funcionarios,40219
1990,Medicina do Trabalho,-1,252,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,243,Medicina do Trabalho,40220
1991,Uniformes e Equipamento de Protecao Individual - EPI,-1,253,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,244,Uniformes e Equipamento de Protecao Individual - EPI,40221
1992,Multa FGTS,-1,254,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,245,Multa FGTS,40222
1993,Analise Laboratoriais,-1,255,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,246,Analise Laboratoriais,40223
1994,Mensalidades e Anuidades,-1,256,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,247,Mensalidades e Anuidades,40224
1995,Transporte de Racao,-1,257,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,248,Transporte de Racao,40225
1996,Material de Expediente,-1,258,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,249,Material de Expediente,40226
1997,Amortizacoes,-1,259,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,250,Amortizacoes,40227
1999,Servico de Cartorio,-1,260,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,251,Servico de Cartorio,40228
2000,Produtos de Tratamento de Agua,-1,261,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,252,Produtos de Tratamento de Agua,40229
2001,Material de Higienizacao e Limpeza,-1,262,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,253,Material de Higienizacao e Limpeza,40230
2002,Material de Escritorio,-1,263,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,254,Material de Escritorio,40231
2003,Taxa IMA,-1,264,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,255,Taxa IMA,40232
2004,Taxa Fundesa,-1,265,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,256,Taxa Fundesa,40233
2005,"Perda por Avaria, Roubo ou Deterioracao",-1,266,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,257,"Perda por Avaria, Roubo ou Deterioracao",40234
2149,Variacao de Custo Fabrica Racao,-1,267,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,258,Variacao de Custo Fabrica Racao,40235
2150,Rateio Producao Avicola,-1,268,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,259,Rateio Producao Avicola,40236
2154,Taxa IGAM-Agua,-1,269,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,260,Taxa IGAM-Agua,40237
2195,Rateio CSC,-1,270,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,261,Rateio CSC,40238
2203,"Despesas c/ Viagens, Estadias e Refeicoes entre empresas",-1,271,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,262,"Despesas c/ Viagens, Estadias e Refeicoes entre empresas",40239
2208,Rateio FFO,-1,272,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,263,Rateio FFO,40240
2209,Frete Frango Vivo Compra,-1,273,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,264,Frete Frango Vivo Compra,40241
2213,Material de Copa e Cozinha,-1,274,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,265,Material de Copa e Cozinha,40242
2224,Cesta Basica,-1,275,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,266,Cesta Basica,40243
2225,Frango Beneficio Funcionario,-1,276,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,267,Frango Beneficio Funcionario,40244
2226,Kit Verdura/Caixa de Leite,-1,277,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,268,Kit Verdura/Caixa de Leite,40245
2227,Assistencia Medica/Odontologica/ExamesobreFarmacia,-1,278,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,269,Assistencia Medica/Odontologica/ExamesobreFarmacia,40246
2228,Plano Funerario,-1,279,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,270,Plano Funerario,40247
2229,PRV,-1,280,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,271,PRV,40248
2230,PPR,-1,281,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,272,PPR,40249
2252,Serviço de Incubatorio,-1,282,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,273,Serviço de Incubatorio,40250
2257,"Maquinas, Moveis e Utensilios",-1,283,Detalhe,4,CUSTO PROD/MERC VENDIDOS,2,Custo Geral de Produçao,274,"Maquinas, Moveis e Utensilios",40251
,LUCRO BRUTO,1,284,Subtotal,5,LUCRO BRUTO,,,,,50000
848,Salarios,-1,287,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,275,Salarios,60002
849,Ferias,-1,288,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,276,Ferias,60003
850,13° Salario,-1,289,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,277,13° Salario,60004
851,Indenizacoes Trabalhistas,-1,290,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,278,Indenizacoes Trabalhistas,60005
854,Ferias,-1,291,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,279,Ferias,60006
856,Rescisao Contratual,-1,292,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,280,Rescisao Contratual,60007
858,Pensao Alimenticia,-1,293,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,281,Pensao Alimenticia,60008
875,INSS,-1,294,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,282,INSS,60009
876,FGTS,-1,295,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,283,FGTS,60010
879,Contribuicao Sindical,-1,296,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,284,Contribuicao Sindical,60011
894,Honorarios Advocaticios,-1,297,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,285,Honorarios Advocaticios,60012
895,Servicos Profissionais Contratados P. Juridica,-1,298,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,286,Servicos Profissionais Contratados P. Juridica,60013
896,Monitoramento e Manutencao Sistema de Seguranca,-1,299,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,287,Monitoramento e Manutencao Sistema de Seguranca,60014
898,Suporte Tecnico Informatica,-1,300,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,288,Suporte Tecnico Informatica,60015
900,Servico Consultoria e Assessoria,-1,301,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,289,Servico Consultoria e Assessoria,60016
901,Comissao Representantes,-1,302,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,290,Comissao Representantes,60017
902,Servico Carga e Descarga,-1,303,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,291,Servico Carga e Descarga,60018
930,Manutencao Eletrica,-1,304,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,292,Manutencao Eletrica,60019
933,Manutencao Civil,-1,305,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,293,Manutencao Civil,60020
937,Manutencao Mecanica,-1,306,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,294,Manutencao Mecanica,60021
953,Depreciacoes,-1,307,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,295,Depreciacoes,60022
961,Energia Eletrica,-1,308,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,296,Energia Eletrica,60023
963,"Comunicacoes (Telefone, Correio e Internet)",-1,309,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,297,"Comunicacoes (Telefone, Correio e Internet)",60024
964,Agua e Saneamento,-1,310,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,298,Agua e Saneamento,60025
988,Despesas Indedutiveis,-1,311,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,299,Despesas Indedutiveis,60026
991,Impostos Taxas,-1,312,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,300,Impostos Taxas,60027
992,ICMS,-1,313,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,301,ICMS,60028
993,Contribuicao Sindical / Patronal / Conselho,-1,314,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,302,Contribuicao Sindical / Patronal / Conselho,60029
994,Multas e Juros,-1,315,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,303,Multas e Juros,60030
996,Taxa de Incendio,-1,316,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,304,Taxa de Incendio,60031
998,Funrural,-1,317,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,305,Funrural,60032
1001,IRPJ,-1,318,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,306,IRPJ,60033
1002,Contr.Social sobreo Lucro,-1,319,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,307,Contr.Social sobreo Lucro,60034
1003,ITR,-1,320,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,308,ITR,60035
1038,Combustiveis e Lubrificantes,-1,321,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,309,Combustiveis e Lubrificantes,60036
1039,Manutencao de Veiculos,-1,322,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,310,Manutencao de Veiculos,60037
1040,Pneus e Camaras,-1,323,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,311,Pneus e Camaras,60038
1041,Seguro de Veiculos,-1,324,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,312,Seguro de Veiculos,60039
1042,"IPVA, Seguro Obrigatorio e Licenciamento",-1,325,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,313,"IPVA, Seguro Obrigatorio e Licenciamento",60040
1043,Multas de Transito,-1,326,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,314,Multas de Transito,60041
1044,Pedagios,-1,327,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,315,Pedagios,60042
1048,Despesas c/Locacao de Veiculos,-1,328,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,316,Despesas c/Locacao de Veiculos,60043
1107,Aluguel de Veiculos,-1,329,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,317,Aluguel de Veiculos,60044
1109,Refeicao,-1,330,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,318,Refeicao,60045
1110,Brindes,-1,331,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,319,Brindes,60046
1111,Seguros,-1,332,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,320,Seguros,60047
1112,Correios e Malotes,-1,333,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,321,Correios e Malotes,60048
1113,"Jornais, Revistas e Periodicos",-1,334,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,322,"Jornais, Revistas e Periodicos",60049
1114,Despesas com Analises,-1,335,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,323,Despesas com Analises,60050
1115,Equipamento de Protecao Individual - EPI,-1,336,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,324,Equipamento de Protecao Individual - EPI,60051
1117,Material de Escritorio,-1,337,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,325,Material de Escritorio,60052
1118,Fretes e Carretos,-1,338,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,326,Fretes e Carretos,60053
1119,Material de Consumo,-1,339,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,327,Material de Consumo,60054
1120,Fretes Pessoa Fisica,-1,340,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,328,Fretes Pessoa Fisica,60055
1121,Alugueis e Locacoes,-1,341,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,329,Alugueis e Locacoes,60056
1122,Farmacia,-1,342,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,330,Farmacia,60057
1123,Propaganda e Publicidade,-1,343,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,331,Propaganda e Publicidade,60058
1124,Despesas de Veiculos Administrativos,-1,344,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,332,Despesas de Veiculos Administrativos,60059
1126,Mensalidades e Anuidades,-1,345,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,333,Mensalidades e Anuidades,60060
1131,Despesas com Cartorio,-1,346,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,334,Despesas com Cartorio,60061
1133,Treinamentos e Cursos,-1,347,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,335,Treinamentos e Cursos,60062
1134,"Despesas c/ Viagens, Estadias e Refeicoes",-1,348,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,336,"Despesas c/ Viagens, Estadias e Refeicoes",60063
1135,Despesas com Eventos e Feiras,-1,349,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,337,Despesas com Eventos e Feiras,60064
1137,Uniformes,-1,350,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,338,Uniformes,60065
1139,Material de Limpeza e Higiene,-1,351,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,339,Material de Limpeza e Higiene,60066
1141,Confraternizacao e Eventos,-1,352,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,340,Confraternizacao e Eventos,60067
1142,Material de Informatica,-1,353,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,341,Material de Informatica,60068
1143,Amonia,-1,354,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,342,Amonia,60069
1149,Seguro Imoveis,-1,355,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,343,Seguro Imoveis,60070
1285,Comissao,-1,356,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,344,Comissao,60071
1294,Medicina no Trabalho,-1,357,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,345,Medicina no Trabalho,60072
1295,Mensalidade Unimed,-1,358,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,346,Mensalidade Unimed,60073
1307,Seguro Veiculos,-1,359,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,347,Seguro Veiculos,60074
1312,Gratificacoes,-1,360,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,348,Gratificacoes,60075
1313,Descanso Semanal Remunerado,-1,361,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,349,Descanso Semanal Remunerado,60076
1315,Alimentacao,-1,362,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,350,Alimentacao,60077
1316,Plano de Saude,-1,363,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,351,Plano de Saude,60078
1319,Periculosidade,-1,364,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,352,Periculosidade,60079
1321,Adicional Noturno,-1,365,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,353,Adicional Noturno,60080
1324,Hora Extra,-1,366,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,354,Hora Extra,60081
1325,DSR sobre Hora Extra,-1,367,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,355,DSR sobre Hora Extra,60082
1332,Ferias Proporcionais,-1,368,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,356,Ferias Proporcionais,60083
1333,1/3 Ferias,-1,369,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,357,1/3 Ferias,60084
1334,Aviso Previo,-1,370,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,358,Aviso Previo,60085
1335,Saldo Salario,-1,371,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,359,Saldo Salario,60086
1338,Contribuicao de Terceiros,-1,372,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,360,Contribuicao de Terceiros,60087
1339,Seguro Acidente do Trabalho - RAT,-1,373,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,361,Seguro Acidente do Trabalho - RAT,60088
1347,IPTU,-1,374,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,362,IPTU,60089
1350,Despesas com Factoring,-1,375,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,363,Despesas com Factoring,60090
1354,IRRF Prestador de Servicos - 1708,-1,376,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,364,IRRF Prestador de Servicos - 1708,60091
1355,CSRF - 5952,-1,377,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,365,CSRF - 5952,60092
1356,IRF sobre Folha - 0561,-1,378,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,366,IRF sobre Folha - 0561,60093
1361,Manutencao e Conservacao de Benfeitorias,-1,379,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,367,Manutencao e Conservacao de Benfeitorias,60094
1362,Despesas com Advogados,-1,380,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,368,Despesas com Advogados,60095
1363,Diferencial de Aliquota,-1,381,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,369,Diferencial de Aliquota,60096
1378,Salario Maternidade,-1,382,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,370,Salario Maternidade,60097
