Cod_Cont,Descricao_Conta,Fator_Sinal,Ranking,Tipo_Linha,id_nivel_0,Nivel_0,id_nivel_1,Nivel_1,id_nivel_2,Nivel_2,Ordem_Exibicao
1379,Convenio,-1,383,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,371,Convenio,60098
1404,Retirada Pro-Labores,-1,384,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,372,Retirada Pro-Labores,60099
1406,13° Salario Indenizado,-1,385,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,373,13° Salario Indenizado,60100
1407,Aviso Previo Indenizado,-1,386,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,374,Aviso Previo Indenizado,60101
1417,Provisao p/ Ferias,-1,387,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,375,Provisao p/ Ferias,60102
1418,Provisao p/ 13° Salario,-1,388,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,376,Provisao p/ 13° Salario,60103
1421,Encargos sobre Provisao de Ferias,-1,389,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,377,Encargos sobre Provisao de Ferias,60104
1422,Encargos sobre Provisao de 13° Salario,-1,390,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,378,Encargos sobre Provisao de 13° Salario,60105
1428,Alimentacao do Trabalhador,-1,391,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,379,Alimentacao do Trabalhador,60106
1435,Ferramentas,-1,392,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,380,Ferramentas,60107
1441,Manutencao Hidraulica,-1,393,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,381,Manutencao Hidraulica,60108
1445,Veneno,-1,394,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,382,Veneno,60109
1481,Marcas e Patentes,-1,395,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,383,Marcas e Patentes,60110
1538,Material e Manutencao de Informatica,-1,396,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,384,Material e Manutencao de Informatica,60111
1612,Desconto DSR sobre Faltas,-1,397,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,385,Desconto DSR sobre Faltas,60112
1618,DSR sobre Adicional Noturno,-1,398,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,386,DSR sobre Adicional Noturno,60113
1621,Material de Expediente,-1,399,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,387,Material de Expediente,60114
1623,Lavagem de Veiculo (Ducha),-1,400,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,388,Lavagem de Veiculo (Ducha),60115
1628,1/3 Ferias (Rescisao),-1,401,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,389,1/3 Ferias (Rescisao),60116
1652,Manutencao Veiculo Corretiva,-1,402,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,390,Manutencao Veiculo Corretiva,60117
1653,Manutencao Veiculo Preventiva,-1,403,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,391,Manutencao Veiculo Preventiva,60118
1657,Bens de Consumo Duraveis,-1,404,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,392,Bens de Consumo Duraveis,60119
1665,Ferias Indenizadas,-1,405,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,393,Ferias Indenizadas,60120
1691,Manutencao de Combate a Incendio,-1,406,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,394,Manutencao de Combate a Incendio,60121
1720,Custas Processuais,-1,407,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,395,Custas Processuais,60122
1725,Licenca Ambiental,-1,408,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,396,Licenca Ambiental,60123
1755,Custas de Protesto,-1,409,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,397,Custas de Protesto,60124
1813,Despesa Extradjudicial Transporte,-1,410,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,398,Despesa Extradjudicial Transporte,60125
1905,Premiacao,-1,411,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,399,Premiacao,60126
1912,Hospedagem,-1,412,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,400,Hospedagem,60127
1920,Despesas c/ Viagens e Estadias,-1,413,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,401,Despesas c/ Viagens e Estadias,60128
1927,Despesas Indedutiveis,-1,414,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,402,Despesas Indedutiveis,60129
2006,Bolsa Estagio,-1,415,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,403,Bolsa Estagio,60130
2007,Transporte de Pessoal,-1,416,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,404,Transporte de Pessoal,60131
2009,Seguro de Vida Funcionarios,-1,417,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,405,Seguro de Vida Funcionarios,60132
2010,Medicina do Trabalho,-1,418,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,406,Medicina do Trabalho,60133
2011,Uniformes e Equipamento de Protecao Individual - EPI,-1,419,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,407,Uniformes e Equipamento de Protecao Individual - EPI,60134
2012,Multa FGTS,-1,420,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,408,Multa FGTS,60135
2013,Mensalidades e Anuidades,-1,421,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,409,Mensalidades e Anuidades,60136
2014,Servico de Comunicacao e Divulgacao,-1,422,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,410,Servico de Comunicacao e Divulgacao,60137
2015,Material de Expediente,-1,423,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,411,Material de Expediente,60138
2016,Amortizacoes,-1,424,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,412,Amortizacoes,60139
2017,Amortizacoes Direito de Uso,-1,425,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,413,Amortizacoes Direito de Uso,60140
2018,Servico de Cartorio,-1,426,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,414,Servico de Cartorio,60141
2019,"Maquinas, Moveis e Utensilios",-1,427,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,415,"Maquinas, Moveis e Utensilios",60142
2020,Material de Higienizacao e Limpeza,-1,428,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,416,Material de Higienizacao e Limpeza,60143
2021,Material de Escritorio,-1,429,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,417,Material de Escritorio,60144
2022,Multa por Infracoes / Erros,-1,430,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,418,Multa por Infracoes / Erros,60145
2023,Impostos e Taxas Federais,-1,431,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,419,Impostos e Taxas Federais,60146
2024,Impostos e Taxas Estaduais,-1,432,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,420,Impostos e Taxas Estaduais,60147
2025,Impostos e Taxas Municipais,-1,433,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,421,Impostos e Taxas Municipais,60148
2026,Gastos com PIS,-1,434,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,422,Gastos com PIS,60149
2027,Gastos com COFINS,-1,435,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,423,Gastos com COFINS,60150
2028,Despesas JudiciaisobreExtra Judiciais,-1,436,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,424,Despesas JudiciaisobreExtra Judiciais,60151
2029,"Perda por Avaria, Roubo ou Deterioracao",-1,437,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,425,"Perda por Avaria, Roubo ou Deterioracao",60152
2136,Brindes,-1,438,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,426,Brindes,60153
2192,Confraternizacoes e Eventos,-1,439,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,427,Confraternizacoes e Eventos,60154
2196,Rateio CSC,-1,440,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,428,Rateio CSC,60155
2201,Provisao de Indenizaçao Trabalhista,-1,441,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,429,Provisao de Indenizaçao Trabalhista,60156
2202,Provisao de Indenizaçao Civil,-1,442,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,430,Provisao de Indenizaçao Civil,60157
2204,"Despesas c/ Viagens, Estadias e Refeicoes entre empresas",-1,443,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,431,"Despesas c/ Viagens, Estadias e Refeicoes entre empresas",60158
2214,Material de Copa e Cozinha,-1,444,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,432,Material de Copa e Cozinha,60159
2231,Cesta Basica,-1,445,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,433,Cesta Basica,60160
2232,Frango Beneficio Funcionario,-1,446,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,434,Frango Beneficio Funcionario,60161
2233,Kit Verdura/Caixa de Leite,-1,447,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,435,Kit Verdura/Caixa de Leite,60162
2234,Assistencia Medica/Odontologica/ExamesobreFarmacia,-1,448,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,436,Assistencia Medica/Odontologica/ExamesobreFarmacia,60163
2235,PRV,-1,449,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,437,PRV,60164
2236,PPR,-1,450,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,438,PPR,60165
2244,Plano Funerario,-1,451,Detalhe,6,DESPESAS OPERACIONAIS,1,Despesas Administrativas,439,Plano Funerario,60166
1392,Descontos Concedidos,-1,453,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,440,Descontos Concedidos,60168
1393,Bonificacao,-1,454,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,441,Bonificacao,60169
1394,Servicos de Fretes - Entrega,-1,455,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,442,Servicos de Fretes - Entrega,60170
1410,Despesas c/ Viagens e Estadias,-1,456,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,443,Despesas c/ Viagens e Estadias,60171
1412,Despesa com Certidoes (Clientes),-1,457,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,444,Despesa com Certidoes (Clientes),60172
1414,Perda no Recebimento de Credito,-1,458,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,445,Perda no Recebimento de Credito,60173
1911,Transporte de Prod. Acabado,-1,459,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,446,Transporte de Prod. Acabado,60174
2031,Salarios,-1,460,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,447,Salarios,60175
2032,Ferias,-1,461,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,448,Ferias,60176
2033,13° Salario,-1,462,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,449,13° Salario,60177
2034,Indenizacoes Trabalhistas,-1,463,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,450,Indenizacoes Trabalhistas,60178
2035,Rescisao Contratual,-1,464,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,451,Rescisao Contratual,60179
2036,Pensao Alimenticia,-1,465,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,452,Pensao Alimenticia,60180
2037,Comissao,-1,466,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,453,Comissao,60181
2038,Gratificacoes,-1,467,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,454,Gratificacoes,60182
2039,Descanso Semanal Remunerado,-1,468,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,455,Descanso Semanal Remunerado,60183
2040,Periculosidade,-1,469,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,456,Periculosidade,60184
2041,Adicional Noturno,-1,470,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,457,Adicional Noturno,60185
2042,Hora Extra,-1,471,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,458,Hora Extra,60186
2043,DSR sobre Hora Extra,-1,472,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,459,DSR sobre Hora Extra,60187
2044,Ferias Proporcionais,-1,473,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,460,Ferias Proporcionais,60188
2045,1/3 Ferias,-1,474,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,461,1/3 Ferias,60189
2046,Aviso Previo,-1,475,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,462,Aviso Previo,60190
2047,Salario Maternidade,-1,476,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,463,Salario Maternidade,60191
2048,Convenio,-1,477,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,464,Convenio,60192
2049,13° Salario Indenizado,-1,478,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,465,13° Salario Indenizado,60193
2050,Aviso Previo Indenizado,-1,479,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,466,Aviso Previo Indenizado,60194
2051,Provisao p/ Ferias,-1,480,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,467,Provisao p/ Ferias,60195
2052,Provisao p/ 13° Salario,-1,481,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,468,Provisao p/ 13° Salario,60196
2053,Alimentacao do Trabalhador,-1,482,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,469,Alimentacao do Trabalhador,60197
2054,Desconto DSR sobre Faltas,-1,483,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,470,Desconto DSR sobre Faltas,60198
2055,DSR sobre Adicional Noturno,-1,484,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,471,DSR sobre Adicional Noturno,60199
2056,1/3 Ferias (Rescisao),-1,485,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,472,1/3 Ferias (Rescisao),60200
2057,Ferias Indenizadas,-1,486,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,473,Ferias Indenizadas,60201
2058,Premiacao,-1,487,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,474,Premiacao,60202
2059,Bolsa Estagio,-1,488,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,475,Bolsa Estagio,60203
2060,Transporte de Pessoal,-1,489,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,476,Transporte de Pessoal,60204
2061,Seguro de Vida Funcionarios,-1,490,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,477,Seguro de Vida Funcionarios,60205
2062,Medicina do Trabalho,-1,491,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,478,Medicina do Trabalho,60206
2063,Uniformes e Equipamento de Protecao Individual - EPI,-1,492,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,479,Uniformes e Equipamento de Protecao Individual - EPI,60207
2065,INSS,-1,493,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,480,INSS,60208
2066,FGTS,-1,494,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,481,FGTS,60209
2067,Multa FGTS,-1,495,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,482,Multa FGTS,60210
2068,Contribuicao Sindical,-1,496,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,483,Contribuicao Sindical,60211
2069,Contribuicao de Terceiros,-1,497,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,484,Contribuicao de Terceiros,60212
2070,Seguro Acidente do Trabalho - RAT,-1,498,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,485,Seguro Acidente do Trabalho - RAT,60213
2071,Encargos sobre Provisao de Ferias,-1,499,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,486,Encargos sobre Provisao de Ferias,60214
2072,Encargos sobre Provisao de 13° Salario,-1,500,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,487,Encargos sobre Provisao de 13° Salario,60215
2073,Servicos Profissionais Contratados P. Juridica,-1,501,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,488,Servicos Profissionais Contratados P. Juridica,60216
2074,Servico Consultoria e Assessoria,-1,502,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,489,Servico Consultoria e Assessoria,60217
2075,Servico de Armazenagem,-1,503,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,490,Servico de Armazenagem,60218
2076,Mensalidades e Anuidades,-1,504,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,491,Mensalidades e Anuidades,60219
2077,Comissao Representantes Externos P. Juridica,-1,505,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,492,Comissao Representantes Externos P. Juridica,60220
2078,Fretes Produto Acabado,-1,506,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,493,Fretes Produto Acabado,60221
2079,Servico de Publicidade e Propaganda,-1,507,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,494,Servico de Publicidade e Propaganda,60222
2081,Manutencao Mecanica,-1,508,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,495,Manutencao Mecanica,60223
2082,Manutencao Eletrica,-1,509,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,496,Manutencao Eletrica,60224
2083,Manutencao Civil,-1,510,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,497,Manutencao Civil,60225
2084,Manutencao Hidraulica,-1,511,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,498,Manutencao Hidraulica,60226
2085,Manutencao e Conservacao de Benfeitorias,-1,512,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,499,Manutencao e Conservacao de Benfeitorias,60227
2086,Material e Manutencao de Informatica,-1,513,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,500,Material e Manutencao de Informatica,60228
2087,Material de Expediente,-1,514,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,501,Material de Expediente,60229
2089,Depreciacoes,-1,515,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,502,Depreciacoes,60230
2090,Amortizacoes,-1,516,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,503,Amortizacoes,60231
2091,Amortizacoes Direito de Uso,-1,517,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,504,Amortizacoes Direito de Uso,60232
2093,Energia Eletrica,-1,518,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,505,Energia Eletrica,60233
2094,"Comunicacoes (Telefone, Correio e Internet)",-1,519,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,506,"Comunicacoes (Telefone, Correio e Internet)",60234
2095,Agua e Saneamento,-1,520,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,507,Agua e Saneamento,60235
2096,Servico de Cartorio,-1,521,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,508,Servico de Cartorio,60236
2097,"Maquinas, Moveis e Utensilios",-1,522,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,509,"Maquinas, Moveis e Utensilios",60237
2098,Material de Escritorio,-1,523,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,510,Material de Escritorio,60238
2100,Combustiveis e Lubrificantes,-1,524,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,511,Combustiveis e Lubrificantes,60239
2101,Seguro de Veiculos,-1,525,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,512,Seguro de Veiculos,60240
2102,"IPVA, Seguro Obrigatorio e Licenciamento",-1,526,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,513,"IPVA, Seguro Obrigatorio e Licenciamento",60241
2103,Pedagios,-1,527,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,514,Pedagios,60242
2104,Manutencao Veiculo Preventiva,-1,528,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,515,Manutencao Veiculo Preventiva,60243
2105,Manutencao Veiculo Corretiva,-1,529,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,516,Manutencao Veiculo Corretiva,60244
2107,Alugueis e Locacoes,-1,530,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,517,Alugueis e Locacoes,60245
2108,"Despesas c/ Viagens, Estadias e Refeicoes",-1,531,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,518,"Despesas c/ Viagens, Estadias e Refeicoes",60246
2109,Treinamentos e Cursos,-1,532,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,519,Treinamentos e Cursos,60247
2110,Contribuicao Sindical / Patronal / Conselho,-1,533,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,520,Contribuicao Sindical / Patronal / Conselho,60248
2111,Seguros,-1,534,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,521,Seguros,60249
2112,"Perda por Avaria, Roubo ou Deterioracao",-1,535,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,522,"Perda por Avaria, Roubo ou Deterioracao",60250
2114,Provisao para Creditos de Liquidacao Duvidosa,-1,536,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,523,Provisao para Creditos de Liquidacao Duvidosa,60251
2157,Material de Higienizacao e Limpeza,-1,537,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,524,Material de Higienizacao e Limpeza,60252
2159,Cesta Natal,-1,538,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,525,Cesta Natal,60253
2186,Depreciacoes,-1,539,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,526,Depreciacoes,60254
2187,Amortizacoes,-1,540,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,527,Amortizacoes,60255
2188,Amortizacoes Direito de Uso,-1,541,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,528,Amortizacoes Direito de Uso,60256
2193,Insalubridade,-1,542,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,529,Insalubridade,60257
2194,Frete e Carretos,-1,543,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,530,Frete e Carretos,60258
2197,Rateio CSC,-1,544,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,531,Rateio CSC,60259
2205,"Despesas c/ Viagens, Estadias e Refeicoes entre empresas",-1,545,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,532,"Despesas c/ Viagens, Estadias e Refeicoes entre empresas",60260
2215,Material de Copa e Cozinha,-1,546,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,533,Material de Copa e Cozinha,60261
2220,Confraternizacoes e Eventos,-1,547,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,534,Confraternizacoes e Eventos,60262
2237,Cesta Basica,-1,548,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,535,Cesta Basica,60263
2238,Frango Beneficio Funcionario,-1,549,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,536,Frango Beneficio Funcionario,60264
2239,Kit Verdura/Caixa de Leite,-1,550,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,537,Kit Verdura/Caixa de Leite,60265
2240,Assistencia Medica/Odontologica/ExamesobreFarmacia,-1,551,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,538,Assistencia Medica/Odontologica/ExamesobreFarmacia,60266
2241,Plano Funerario,-1,552,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,539,Plano Funerario,60267
2242,PRV,-1,553,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,540,PRV,60268
2243,PPR,-1,554,Detalhe,6,DESPESAS OPERACIONAIS,2,Despesas Comerciais,541,PPR,60269
2116,Patrocinio e Doacoes,-1,557,Detalhe,7,OUTRAS DESP NaO OPERACIONAIS,1,Despesas nao Dedutiveis,542,Patrocinio e Doacoes,70002
2117,Multas,-1,558,Detalhe,7,OUTRAS DESP NaO OPERACIONAIS,1,Despesas nao Dedutiveis,543,Multas,70003
2118,Despesas Indedutiveis,-1,559,Detalhe,7,OUTRAS DESP NaO OPERACIONAIS,1,Despesas nao Dedutiveis,544,Despesas Indedutiveis,70004
2183,Brindes,-1,560,Detalhe,7,OUTRAS DESP NaO OPERACIONAIS,1,Despesas nao Dedutiveis,545,Brindes,70005
140,Resultado na Alienacao de Imobilizado,1,564,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,546,Resultado na Alienacao de Imobilizado,80003
1281,Amostra / BrindesobreBonificacao,1,565,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,547,Amostra / BrindesobreBonificacao,80004
1399,Recuperacao de Despesa,1,566,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,548,Recuperacao de Despesa,80005
1409,Indemizacao de Seguro,1,567,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,549,Indemizacao de Seguro,80006
1434,Reversao de Provisao,1,568,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,550,Reversao de Provisao,80007
1475,Remessa de Amostra Gratis,1,569,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,551,Remessa de Amostra Gratis,80008
1589,Aluguel de Imovel,1,570,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,552,Aluguel de Imovel,80009
1644,Receita Aviso Previo Descontado( Funcionario),1,571,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,553,Receita Aviso Previo Descontado( Funcionario),80010
1646,Receitas Eventuais,1,572,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,554,Receitas Eventuais,80011
1726,Receita Sob Restituicao Federal,1,573,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,555,Receita Sob Restituicao Federal,80012
