cod_conta,Descricao_Conta,Tipo_Linha,Ordem_Exibicao,Fator_Sinal,id_nivel0,Nivel_0,id_nivel1,Nivel_1,id_nivel2,Nivel_2,Ranking
1594,"Viagens, Estadias e Refeicao entre Empresas",Detalhe,100121594,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,363,"Viagens, Estadias e Refeicao entre Empresas",367
1602,Rateio CSC - PJs,Detalhe,100121602,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,364,Rateio CSC - PJs,368
1624,Gratificaco de Funcao,Detalhe,100121624,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,365,Gratificaco de Funcao,369
1625,Assiduidade,Detalhe,100121625,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,366,Assiduidade,370
1626,Cesta Basica,Detalhe,100121626,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,367,Cesta Basica,371
1627,Frango Beneficio Funcionario,Detalhe,100121627,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,368,Frango Beneficio Funcionario,372
1628,Kit Verdura/Caixa de Leite,Detalhe,100121628,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,369,Kit Verdura/Caixa de Leite,373
1629,PRV,Detalhe,100121629,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,370,PRV,374
1630,PPR,Detalhe,100121630,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,371,PPR,375
301,Salarios e Ordenados,Detalhe,100130301,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,372,Salarios e Ordenados,376
302,Provisao de Ferias,Detalhe,100130302,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,373,Provisao de Ferias,377
303,Indenizacoes e Aviso Previo,Detalhe,100130303,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,374,Indenizacoes e Aviso Previo,378
304,Comissao sobre Vendas,Detalhe,100130304,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,375,Comissao sobre Vendas,379
305,Assistencia Medica e Odontologica,Detalhe,100130305,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,376,Assistencia Medica e Odontologica,380
306,Uniformes e Equipamentos de Protecao,Detalhe,100130306,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,377,Uniformes e Equipamentos de Protecao,381
307,Hora Extra 100%,Detalhe,100130307,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,378,Hora Extra 100%,382
309,INSS Empresa,Detalhe,100130309,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,379,INSS Empresa,383
310,FGTS,Detalhe,100130310,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,380,FGTS,384
312,Servico de Propaganda e Publicidade,Detalhe,100130312,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,381,Servico de Propaganda e Publicidade,385
313,"Viagens, Estadias e Refeicao",Detalhe,100130313,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,382,"Viagens, Estadias e Refeicao",386
316,Depreciacoes,Detalhe,100130316,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,383,Depreciacoes,387
318,Energia Eletrica,Detalhe,100130318,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,384,Energia Eletrica,388
319,Agua e Saneamento,Detalhe,100130319,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,385,Agua e Saneamento,389
320,"Comunicacoes (Telefone, Correio e Internet)",Detalhe,100130320,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,386,"Comunicacoes (Telefone, Correio e Internet)",390
323,Combustiveis e Lubrificantes,Detalhe,100130323,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,387,Combustiveis e Lubrificantes,391
324,Servico de Manutencao de Veiculos,Detalhe,100130324,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,388,Servico de Manutencao de Veiculos,392
325,IPVA,Detalhe,100130325,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,389,IPVA,393
326,Multas de Transito,Detalhe,100130326,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,390,Multas de Transito,394
329,Provisao para Creditos de Liquidacao Duvidosa,Detalhe,100130329,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,391,Provisao para Creditos de Liquidacao Duvidosa,395
356,Fretes e Entregas de Mercadorias,Detalhe,100130356,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,392,Fretes e Entregas de Mercadorias,396
389,Doacoes e Bonificacoes,Detalhe,100130389,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,393,Doacoes e Bonificacoes,397
975,Pneus e Camaras,Detalhe,100130975,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,394,Pneus e Camaras,398
976,Pecas e Servicos para Manutencao de Veiculos,Detalhe,100130976,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,395,Pecas e Servicos para Manutencao de Veiculos,399
977,Emplacamentos,Detalhe,100130977,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,396,Emplacamentos,400
1158,Material de Propaganda e Publicidade,Detalhe,100131158,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,397,Material de Propaganda e Publicidade,401
1172,Mensalidades,Detalhe,100131172,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,398,Mensalidades,402
1173,Comissao de Vendas Ext Pessoa Fisica,Detalhe,100131173,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,399,Comissao de Vendas Ext Pessoa Fisica,403
1174,Comissao de Vendas Ext Pessoa Juridica,Detalhe,100131174,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,400,Comissao de Vendas Ext Pessoa Juridica,404
1176,Seguros de Veiculos,Detalhe,100131176,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,401,Seguros de Veiculos,405
1182,PPR CCT Sind. T. T. SJDR,Detalhe,100131182,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,402,PPR CCT Sind. T. T. SJDR,406
1191,Servico de Consultoria e Assessoria,Detalhe,100131191,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,403,Servico de Consultoria e Assessoria,407
1211,Acordo Judicial,Detalhe,100131211,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,404,Acordo Judicial,408
1212,Material de Expediente,Detalhe,100131212,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,405,Material de Expediente,409
1215,Manutencao e Conservacao de Benfeitorias,Detalhe,100131215,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,406,Manutencao e Conservacao de Benfeitorias,410
1217,Material de Informatica,Detalhe,100131217,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,407,Material de Informatica,411
1218,Bens de Pequeno Valor,Detalhe,100131218,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,408,Bens de Pequeno Valor,412
1219,Servicos Profissionais Contratados P. Juridica,Detalhe,100131219,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,409,Servicos Profissionais Contratados P. Juridica,413
1224,Provisao 1/3 sobre Ferias,Detalhe,100131224,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,410,Provisao 1/3 sobre Ferias,414
1225,Dia em Dobro,Detalhe,100131225,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,411,Dia em Dobro,415
1226,Hora Extra 50%,Detalhe,100131226,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,412,Hora Extra 50%,416
1227,DSR sobre Adicionais,Detalhe,100131227,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,413,DSR sobre Adicionais,417
1228,Decimo Terceiro Prop. Demissao,Detalhe,100131228,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,414,Decimo Terceiro Prop. Demissao,418
1229,INSS Terceiros,Detalhe,100131229,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,415,INSS Terceiros,419
1230,INSS Acidente de Trabalho,Detalhe,100131230,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,416,INSS Acidente de Trabalho,420
1233,Premio,Detalhe,100131233,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,417,Premio,421
1236,Adicional 1/3 Ferias,Detalhe,100131236,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,418,Adicional 1/3 Ferias,422
1237,Trienio,Detalhe,100131237,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,419,Trienio,423
1238,Adicional de Insalubridade,Detalhe,100131238,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,420,Adicional de Insalubridade,424
1239,Adicional Noturno,Detalhe,100131239,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,421,Adicional Noturno,425
1240,Adicional de Periculosidade,Detalhe,100131240,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,422,Adicional de Periculosidade,426
1241,Insuficiencia de Saldo,Detalhe,100131241,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,423,Insuficiencia de Saldo,427
1251,Verbas Indenizatorias,Detalhe,100131251,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,424,Verbas Indenizatorias,428
1252,Provisao 13° Salarios,Detalhe,100131252,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,425,Provisao 13° Salarios,429
1253,Salario Quitacao Demissao,Detalhe,100131253,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,426,Salario Quitacao Demissao,430
1254,Transporte de Funcionarios,Detalhe,100131254,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,427,Transporte de Funcionarios,431
1255,Alimentacao do Trabalhador,Detalhe,100131255,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,428,Alimentacao do Trabalhador,432
1259,Amostra Gratis,Detalhe,100131259,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,429,Amostra Gratis,433
1286,Seguro de Vida Funcionarios,Detalhe,100131286,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,430,Seguro de Vida Funcionarios,434
1308,INSS sobre 13º Salario,Detalhe,100131308,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,431,INSS sobre 13º Salario,435
1309,Pensao Alimenticia,Detalhe,100131309,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,432,Pensao Alimenticia,436
1354,Decimo Terceiro Prop. Ped. Demissao,Detalhe,100131354,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,433,Decimo Terceiro Prop. Ped. Demissao,437
1355,Salario Quitacao Ped. Demissao,Detalhe,100131355,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,434,Salario Quitacao Ped. Demissao,438
1365,Vale Transporte,Detalhe,100131365,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,435,Vale Transporte,439
1370,Bolsa Estagio,Detalhe,100131370,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,436,Bolsa Estagio,440
1381,Despesa com Assistencia Medica/Odontologica/ExamesobreFarmacia,Detalhe,100131381,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,437,Despesa com Assistencia Medica/Odontologica/ExamesobreFarmacia,441
1390,Rateio CSC - CLT,Detalhe,100131390,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,438,Rateio CSC - CLT,442
1428,Ferias em Dobro,Detalhe,100131428,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,439,Ferias em Dobro,443
1429,1/3 de Ferias em Dobro,Detalhe,100131429,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,440,1/3 de Ferias em Dobro,444
1430,Cestas de Natal,Detalhe,100131430,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,441,Cestas de Natal,445
1441,Provisao FGTS sobre Ferias e 1/3 de Ferias,Detalhe,100131441,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,442,Provisao FGTS sobre Ferias e 1/3 de Ferias,446
1444,Provisao INSS sobre Ferias e 1/3 de Ferias,Detalhe,100131444,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,443,Provisao INSS sobre Ferias e 1/3 de Ferias,447
1446,Aluguel,Detalhe,100131446,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,444,Aluguel,448
1451,Taxas,Detalhe,100131451,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,445,Taxas,449
1460,Ferias Proporcionais,Detalhe,100131460,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,446,Ferias Proporcionais,450
1461,1/3 Ferias Proporcionais,Detalhe,100131461,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,447,1/3 Ferias Proporcionais,451
1466,Vale Combustivel,Detalhe,100131466,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,448,Vale Combustivel,452
1467,Indenizacao Art 480 CLT,Detalhe,100131467,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,449,Indenizacao Art 480 CLT,453
1468,Desconto EPI CL 9 º CCT,Detalhe,100131468,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,450,Desconto EPI CL 9 º CCT,454
1473,Plano Funerario,Detalhe,100131473,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,451,Plano Funerario,455
1476,Pedagio e Avarias,Detalhe,100131476,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,452,Pedagio e Avarias,456
1479,"Maquinas, Moveis e Utensilios",Detalhe,100131479,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,453,"Maquinas, Moveis e Utensilios",457
1488,Acordo Trabalhista,Detalhe,100131488,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,454,Acordo Trabalhista,458
1496,Multa FGTS,Detalhe,100131496,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,455,Multa FGTS,459
1499,Provisao FGTS sobre 13° Salario,Detalhe,100131499,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,456,Provisao FGTS sobre 13° Salario,460
1502,Material de Higienizacao e Limpeza,Detalhe,100131502,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,457,Material de Higienizacao e Limpeza,461
1505,Material de Copa e Cozinha,Detalhe,100131505,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,458,Material de Copa e Cozinha,462
1518,Manutencao Eletrica,Detalhe,100131518,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,459,Manutencao Eletrica,463
1519,Manutencao Hidraulica,Detalhe,100131519,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,460,Manutencao Hidraulica,464
1520,INSS Desoneracao,Detalhe,100131520,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,461,INSS Desoneracao,465
1521,1/12 de 13º Indenizado Aviso Previo,Detalhe,100131521,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,462,1/12 de 13º Indenizado Aviso Previo,466
1524,Indenizacao Artigo 479 - CLT,Detalhe,100131524,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,463,Indenizacao Artigo 479 - CLT,467
1526,Contribuicao Sindical / Patronal / Conselho,Detalhe,100131526,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,464,Contribuicao Sindical / Patronal / Conselho,468
1528,Servico de Armazenagem,Detalhe,100131528,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,465,Servico de Armazenagem,469
1554,Lubrificante de Maquina,Detalhe,100131554,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,466,Lubrificante de Maquina,470
1555,Gas - Amonia,Detalhe,100131555,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,467,Gas - Amonia,471
1557,Amortizacao Direito de uso,Detalhe,100131557,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,468,Amortizacao Direito de uso,472
1558,Amortizacoes,Detalhe,100131558,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,469,Amortizacoes,473
1567,Material de Embalagem,Detalhe,100131567,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,470,Material de Embalagem,474
1569,Manutencao de Maquinas e Equipamentos,Detalhe,100131569,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,471,Manutencao de Maquinas e Equipamentos,475
1581,Lavagem de Veiculos,Detalhe,100131581,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,472,Lavagem de Veiculos,476
1583,Fretes e Carretos,Detalhe,100131583,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,473,Fretes e Carretos,477
1587,Provisao INSS sobre 13º Salario,Detalhe,100131587,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,474,Provisao INSS sobre 13º Salario,478
1595,"Viagens, Estadias e Refeicao entre Empresas",Detalhe,100131595,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,475,"Viagens, Estadias e Refeicao entre Empresas",479
1598,"Viagens, Estadias e Refeicao entre Empresas",Detalhe,100131598,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,476,"Viagens, Estadias e Refeicao entre Empresas",480
1603,Rateio CSC - PJs,Detalhe,100131603,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,477,Rateio CSC - PJs,481
1632,Cesta Basica,Detalhe,100131632,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,478,Cesta Basica,482
1633,Frango Beneficio Funcionario,Detalhe,100131633,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,479,Frango Beneficio Funcionario,483
1634,Kit Verdura/Caixa de Leite,Detalhe,100131634,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,480,Kit Verdura/Caixa de Leite,484
1635,PRV,Detalhe,100131635,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,481,PRV,485
1636,PPR,Detalhe,100131636,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,482,PPR,486
1637,Salario Familia,Detalhe,100131637,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,483,Salario Familia,487
1638,Gratificacao de Funcao,Detalhe,100131638,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,484,Gratificacao de Funcao,488
1639,Assiduidade,Detalhe,100131639,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,485,Assiduidade,489
1646,Aviso Previo Descontado na Rescisao,Detalhe,100131646,-1,6,DESPESAS OPERACIONAIS,8,Despesas ComerciaisobreLogisticasobreExpedicao,486,Aviso Previo Descontado na Rescisao,490
1018,Multas de Transito,Detalhe,100161018,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,487,Multas de Transito,491
1019,Previdencia Privada Banco do Brasil,Detalhe,100161019,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,488,Previdencia Privada Banco do Brasil,492
1020,Previdencia Privada C.E.F.,Detalhe,100161020,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,489,Previdencia Privada C.E.F.,493
1040,Patrocinio e Doacoes,Detalhe,100161040,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,490,Patrocinio e Doacoes,494
1041,Despesas nao Dedutiveis,Detalhe,100161041,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,491,Despesas nao Dedutiveis,495
1066,Despesa com Viagem,Detalhe,100161066,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,492,Despesa com Viagem,496
1120,MultasobreInfracoes Fiscais,Detalhe,100161120,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,493,MultasobreInfracoes Fiscais,497
1162,DAE GTA Integrados,Detalhe,100161162,-1,7,OUTRAS DESP NAO OPERACIONAIS,9,Despesas nao Dedutiveis,494,DAE GTA Integrados,498
1203,Credito INSS Verbas Indenizatorias,Detalhe,100211203,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,495,Credito INSS Verbas Indenizatorias,499
1208,Ganhos e Perdas de Capital,Detalhe,100211208,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,496,Ganhos e Perdas de Capital,500
1213,Receitas Operacionais,Detalhe,100211213,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,497,Receitas Operacionais,501
1216,Bonificacoes Recebidas,Detalhe,100211216,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,498,Bonificacoes Recebidas,502
1256,Credito PIS,Detalhe,100211256,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,499,Credito PIS,503
1257,Credito COFINS,Detalhe,100211257,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,500,Credito COFINS,504
1258,Venda de Sucata,Detalhe,100211258,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,501,Venda de Sucata,505
1293,Credito de CSRF,Detalhe,100211293,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,502,Credito de CSRF,506
1294,Credito de IRRF,Detalhe,100211294,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,503,Credito de IRRF,507
1319,Revenda de Sal Moido,Detalhe,100211319,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,504,Revenda de Sal Moido,508
1334,Revenda de Soja,Detalhe,100211334,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,505,Revenda de Soja,509
1335,Revenda de Quirela,Detalhe,100211335,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,506,Revenda de Quirela,510
1340,Revenda de Materia Prima,Detalhe,100211340,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,507,Revenda de Materia Prima,511
1353,Prestacao de Servicos de Secagem de Milho,Detalhe,100211353,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,508,Prestacao de Servicos de Secagem de Milho,512
1384,Credito de PIS e COFINS,Detalhe,100211384,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,509,Credito de PIS e COFINS,513
1438,Indenizacoes de Seguros Recebidas,Detalhe,100211438,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,510,Indenizacoes de Seguros Recebidas,514
1513,Ganho Secagem de Milho,Detalhe,100211513,1,9,OUTRAS RECEITAS OPERACIONAIS,10,Outras Receitas Operacionais,511,Ganho Secagem de Milho,515
1433,Provisao Perda ICMS,Detalhe,100331433,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,512,Provisao Perda ICMS,516
1437,Despesas Operacionais,Detalhe,100331437,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,513,Despesas Operacionais,517
1506,Provisoes Processos Ambientais,Detalhe,100331506,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,514,Provisoes Processos Ambientais,518
1507,Provisoes Processos Civeis,Detalhe,100331507,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,515,Provisoes Processos Civeis,519
1508,Provisoes Processos Trabalhistas,Detalhe,100331508,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,516,Provisoes Processos Trabalhistas,520
1510,Despesa de IRPJ,Detalhe,100331510,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,517,Despesa de IRPJ,521
1511,Despesa de CSLL,Detalhe,100331511,-1,9,OUTRAS RECEITAS OPERACIONAIS,11,Outras Despesas Operacionais,518,Despesa de CSLL,522
,(=)LUCRO OPERACIONAL LIQUIDO (EBIT),Subtotal,10022,1,10,LUCRO OPERACIONAL LIQUIDO (EBIT),,,,,523
